date,Trust_Raw
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,No confidence at all
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,No confidence at all
2020-05-07,Not very much confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,No confidence at all
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,No confidence at all
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,Don't know
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A lot of confidence
2020-05-07,Don't know
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,Not very much confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,No confidence at all
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A lot of confidence
2020-05-07,A fair amount of confidence
2020-05-07,A fair amount of confidence
2020-05-08,A fair amount of confidence
2020-05-08,A lot of confidence
2020-05-08,No confidence at all
2020-05-08,A fair amount of confidence
2020-05-08,A fair amount of confidence
2020-05-08,Not very much confidence
2020-05-08,A lot of confidence
2020-05-08,A lot of confidence
2020-05-08,A fair amount of confidence
2020-05-08,A fair amount of confidence
2020-05-08,A fair amount of confidence
2020-05-08,Don't know
2020-05-09,Not very much confidence
2020-05-09,A lot of confidence
2020-05-09,Not very much confidence
2020-05-10,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,Not very much confidence
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,No confidence at all
2020-05-14,Not very much confidence
2020-05-14,No confidence at all
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,Don't know
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,Not very much confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,Don't know
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,Don't know
2020-05-14,A lot of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,Don't know
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A fair amount of confidence
2020-05-14,A lot of confidence
2020-05-14,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,No confidence at all
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Don't know
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,No confidence at all
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Don't know
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,Not very much confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,Not very much confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A fair amount of confidence
2020-05-15,A lot of confidence
